ID,Title,Topic,Category,URL,Description,Words,Duration,YouTube Title,Video Path
675,KANNADA - PAPER PETALS - 07 JAN 2016 -,8,Paper folding,https://www.youtube.com/watch?v=F89OcdO8J8Y,"In this programme we will make beautiful and symmetric patterns using paper with two different colors on either side. Take a square 15-cm on edge. First fold it in half and then into a quarter. There will be 4 layers of paper. Make a simple arc and cut all 4 layers. On opening the paper will look like the lips. Once again fold into a quarter and draw two more curved lines and then cut them. Once again open the paper to show the red side. Then fold the cut leaves on both sides to the center and stick them with a sticky bead. The white on the red will make a very pretty petal.
We will make variations of this. This time fold the square first in half and then into a quarter. Finally fold the quarter into half to make a small one-eight triangle. Draw a petal as shown and then cut a little arc in the right angle corner. Draw two more curved lines and cut along them. Then very gently open the model and you will find a flower with four petals. Then fold all the white petals to the centre and glue them. This will make a very pretty and symmetric 4 petal pattern.
We will see one more variation of this. Double the paper and fold 60-degrees on the folded edge. Again fold the paper in half to make 30-degrees on the top. Draw a small arc as shown and cut along the arc. On opening the paper you will see 6 symmetric petals in 60-degree symmetry. Once again cut along the curved lines and fold all the 6 white petals to the center and stick them with a sticky bead. It will look like a very elegant and magnificent model. You can also make an 8-petal flower. By using squares with two different colors on either side you can make these pretty petals.

This work is supported by IUCAA (www.iucaa.ernet.in) and TATA Trust (www.tata.com/aboutus/sub_index/Tata-trusts)

Credits:,Ashok Rupner, Manish Jain, Shivaji Mane, Pradnya Pujari, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","fold, paper, square, cut, model, half, triangle, glue, stick, beautiful, top, shown, red, lines, edge, rupner, finally, center, flower, squares, draw, corner, simple, quarter, folded, double, petals, gently, pattern, layers, colors, patterns, degrees, tata, white, pretty, time, angle, degree, elegant, trust, supported, petal, iucaa, bead, centre, symmetric, arc, www.tata.com, trusts, www.iucaa.ernet.in, sub_index, aboutus, curved, programme, sticky, variations, symmetry, leaves, magnificent, variation, lips",4 MIN 34 SEC,Paper Petals | Kannada,downloads/Paper Petals | Kannada.mp4
676,KANNADA - MODULAR ORIGAMI BALL - 07 JAN 2016 -,8,Paper folding,https://www.youtube.com/watch?v=qblI_GBydsY,"In this programme we will make a Modular Origami Ball. For this we will need 48 square papers each with an edge of 12-cm and some glue. First fold the square along both midlines to see a square. Then fold both the diagonals. All creases should be in the same direction. Then collapse the paper to make it a quarter of its original size. This shape is also called the Bird Base. Now fold two triangles from the closed end. Upturn the paper and fold the similarly fold the other two triangles too. Then open and flatten all the 4 triangles. Now lift each triangle on the vertical midline and collapse it. Then fold it into half. You will have to repeat this process 4 times for each triangle. 
Now from the Open End fold the half triangles inwards so as to make a Rhombus – a special parallelogram which has all sides equal. You will have to repeat this process with all the four petals. This is the second, then the third and then the fourth. Now the model will look like a fat rhombus with 4 layers. Then fold all the four petals from the open end towards the centre. This you will have to fold one-by-one. 
After folding the 4 triangles inwards the model will look like a small flower. Now open the entire model carefully. We need these creases but we need to refold the square to make our UNIT FLOWER. Here is the square with all the creases. Upturn the square. Fold the model as shown by bringing it together. Fold two small triangles and then fold the mountain inwards. Repeat this four times to make the UNIT FLOWER.  This UNIT FLOWER will look like a Cone with a pointed end and the other end shaped like a flower. You will need to make 48 colorful UNIT FLOWERS. Then we will assemble all 48 units to make the MODULAR BALL.
Apply glue on the pointed end and triangular petals of two units and then stick them together. Add more units. With seven units the model will look like a bouquet. Glue more units to make a hemisphere with 24 units. Finally glue together all 48-units to make the MODULAR ORIGAMI BALL. You can play catch-catch with it. Or you can hang it with a thread it admire its beautiful colors as it spins in the breeze.

This work is supported by IUCAA (www.iucaa.ernet.in) and TATA Trust (www.tata.com/aboutus/sub_index/Tata-trusts)

Credits:,Ashok Rupner, Manish Jain, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","fold, paper, square, model, half, triangle, glue, stick, beautiful, triangles, bird, shown, edge, repeat, midline, rupner, finally, flower, shape, folding, size, base, quarter, thread, lift, upturn, ball, direction, petals, units, apply, hang, origami, colorful, equal, similarly, diagonals, creases, layers, colors, triangular, shaped, process, original, assemble, tata, collapse, inwards, called, modular, fourth, vertical, times, play, catch, unit, trust, supported, papers, admire, mountain, iucaa, carefully, centre, bouquet, special, midlines, add, breeze, www.tata.com, trusts, www.iucaa.ernet.in, sub_index, aboutus, fat, entire, cone, rhombus, closed, flowers, programme, bringing, refold, flatten, parallelogram, spins, hemisphere",6 MIN 16 SEC,Modular Origami Ball | Kannada,downloads/Modular Origami Ball | Kannada.mp4
677,KANNADA - STYROFOAM GLIDER - 07 JAN 2016 -,2,Water and surfaces,https://www.youtube.com/watch?v=fkqvqJmCBPY,"This beautiful and ultra-light glider has been designed by www.sciencetoymaker.org You need a very thin sheet of Styrofoam to make this glider. These two thin hair-like copper wires help in balancing the glider. The dimensions of the glider are given. It has a span of 20-cm. Fold two small triangles at an angle of 30-degrees for the Ailerons. They should be folded up.
Then fold both edges of the front wing 30-degrees downwards to make a Camber. Remember the Ailerons should be folded up and the Camber should be folded down. Finally fold the Glider along its midrib as shown. 
Hold the Glider as shown and chuck it forward. The glider will gracefully glide and land far away. Another very interesting way is to chuck the glider and run behind it with a big piece of board. The air draught from the board will keep the glider afloat in the air for a very long time!



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","light, air, piece, rupner, forward, glider, designed, hair, hold, finally, styrofoam, remember, thin, degrees, angle, time, run, front, board, camber, ultra, copper, ailerons, edges, beautiful, wires, afloat, gracefully, draught, glide, span, www.sciencetoymaker.org, balancing, wing, land, folded, chuck, sheet, dimensions, midrib, shown, triangles, fold",2 MIN 24 SEC,Styrofoam Glider | Kannada,downloads/Styrofoam Glider | Kannada.mp4
678,KANNADA - DYNAMIC PAPER TOYS - 10 JAN 2016 -,1,Spinning and moving objects,https://www.youtube.com/watch?v=O-VCvs3zx0Q,"We are going to make four delightful Dynamic Paper Toys where they flagellate their hands – move them up and down, bang a table or just clap. All the toys are made with simple card sheet. This toy has a refill stuck on the back in which a wooden stick moves freely. You hold the refill with one hand and move the stick with the other. Then the puppet moves its hands – one hand goes up and the other down in a very graceful motion. You can see the operation in a close-up motion. 
This toy is made from a card sheet box. It has got a diamond shape below. As you push-pull the triangular tabs this puppet claps its hands in glee. This is a Clapper.
In this puppet you hold the leg with one hand and move the body with the other. This makes the puppet to move its hands up-down. It lowers one hand and raises the other continuously in a very graceful motion.
In this toy as you move the end feet inwards-outwards this puppets seems to be exercising his hands.
In this final toy a man sits on a chair. As you move the straw behind the man he bangs the table with both his hands! The mechanism is easy to follow and make.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","stick, straw, card, sheet, wooden, paper, hands, hold, makes, rupner, simple, move, body, refill, pull, freely, push, table, hand, delightful, shape, box, mechanism, stuck, puppet, motion, lowers, dynamic, close, easy, leg, triangular, feet, continuously, moves, clap, operation, clapper, graceful, outwards, diamond, raises, inwards, final, follow, flagellate, sits, bang, bangs, chair, claps, exercising, glee, puppets, tabs",1 MIN 58 SEC,Dynamic Paper Toys | Kannada,downloads/Dynamic Paper Toys | Kannada.mp4
679,KANNADA - TRIANGULAR PATTERNS - 10 JAN 2016 -,8,Paper folding,https://www.youtube.com/watch?v=ooGrc9SOyIo,"This model is a 3-Dimensional Flexagon made from triangles. You can rotate this model to make many interesting patterns. To make this model you need a card sheet. Mark eight strips. The strips have lengths of 6, 5 and 3.5-cm. All strips are 2.5-cm wide. Cut all 8 strips. Then with the help of a scale fold each strip on two marked blue lines. Fold each strip into a right angle triangle and tape the ends. Tape all 8 strips to make right angle triangles. Bring two triangles as shown and tape their hypotenuses together. Make 4 such pairs of two triangles each. Bring the two blue lines of the pairs together and tape them. This will join 4 triangles. Make another formation like this. Bring both these set of 4 triangles together. Here you can see four facets marked with a “X”. Tape the joints of the “X” marked facets. This will join all 8 triangles and will complete the model. Now you can flex or rotate your model to make a Diamond or an Oval Shape. You can make a large square or a flower with 8 petals. You can spend a lot of time flexing the model and discovering many interesting patterns.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","fold, square, strip, cut, model, triangle, card, strips, sheet, triangles, shown, lines, rupner, tape, flower, shape, mark, wide, complete, petals, blue, bring, join, flexagon, patterns, rotate, time, angle, lot, dimensional, scale, diamond, facets, marked, set, flex, pairs, lengths, joints, formation, hypotenuses, flexing, 3.5, discovering, oval, 2.5, spend",2 MIN 52 SEC,Triangular Patterns | Kannada,downloads/Triangular Patterns | Kannada.mp4
680,KANNADA - SWIMMING FISH - 24 JAN 2016 -,2,Water and surfaces,https://www.youtube.com/watch?v=xQNw1mK0EVk,"How does a fish swim? - Simply by wagging its tail. To understand this better we have a readymade plastic fish toy. This toy perhaps was made in China. It has got a white, knurled knob. As you wind the knob a spring inside gets wound and this in turn makes the fish wag its tail. In other words, the tail of the fish vibrates. Now take a tub full of water. Wind the spring and gently place the fish in the tub. Plastic being light the fish will float in water and as its tail wags the fish will move forwards or swim. As the tail vibrates it propels the fish in the forward direction. This is how all fishes swim. This simple toy enables us to understand how a fish swims.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","water, light, inside, spring, move, plastic, simple, fish, direction, rupner, float, understand, forward, makes, white, fishes, enables, gently, forwards, swim, propels, simply, knob, readymade, wind, words, tub, wound, china, wagging, wag, swims, wags, knurled, vibrates, tail",2 MIN 07 SEC,Swimming fish | Kannada,downloads/Swimming fish | Kannada.mp4
681,KANNADA - EXERCISING CARD MAN - 24 JAN 2016 -,8,Paper folding,https://www.youtube.com/watch?v=zGYbgutTP9U,"Here you can see a Card Man lifting and lowering his arms – or doing his morning exercises. 
Download the Printed Card from our website. You will need tape, scale, a piece of straw and broomstick. Draw on a thick card sheet 6-cm wide, 10-cm tall. First fold the crease in the middle, the then the lower and upper lines. The gap between the lines is crucial. It should be 
1-cm. After folding upturn the card and observe the motion. Double fold and make a vertical cut on the mid-line. Fold left part forwards, and the right part backwards. See the motion once again. Then cut the rectangles for the two hands. Try the toy once again. Now upturn and tape a piece of straw along the mid-rib of the toy. Take a thin broom stick and weave it through the straw. Tape the upper end of the stick. 
Finally tape the left arm at the shoulder as shown. Now the toy is ready to play with. Hold it card toy with one hand and move the stick up-down with the other to make the Card Man exercise his hands. This is a simple and delightful toy to make and gift to your friends. 



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","fold, cut, stick, card, sheet, line, shown, lines, left, rupner, hold, tape, finally, folding, draw, crease, middle, piece, simple, ready, upturn, weave, double, wide, thin, mid, hand, friends, rectangles, vertical, move, play, broom, arms, scale, hands, website, lower, gift, upper, motion, arm, thick, lifting, backwards, tall, broomstick, gap, exercise, observe, forwards, crucial, download, exercises, morning, rib, printed, lowering, shoulder, straw, delightful",3 MIN 08 SEC,EXERCISING CARD MAN | Kannada,downloads/EXERCISING CARD MAN | Kannada.mp4
682,KANNADA - BUTTERFLIES HIDE AND SEEK - 16 FEB 2016 -,5,Shapes and structures,https://www.youtube.com/watch?v=NqSja5kpBvM,"Today we will make a beautiful butterfly playing hide and seek. As you open / close the box the butterfly will appear and disappear at your will. For making this you will need color card sheet, sketch pens, scissors, glue and a small piece of plastic. First fold the blue strips along the lines. We use two strips and glue them together make a reinforced square frame. Apply glue and stick both the strips to make the blue frame. The other magenta card is 21-cm on the base and 10-cm high. The shape is that of a twin-house. You will see a vertical cut on the top with two triangles. Glue the triangles together to make a magenta half-box. This is the view from below of this box. On pressing the triangle goes up and down. Then take two same size butterflies and apply glue on their back sides. Stick the butterflies back-to-back. On both sides there will be two colorful and different butterflies. Glue a plastic strip on the tail of the butterflies. Stick the other end of the plastic strip to the underside of the magenta half-box. On pressing the half-box the butterfly will go up. On opening the half-box the butterfly will go down. Keep closing / opening the half-box to make the butterfly go up/down. Finally apply glue on both edges of the magenta half-box and stick it inside the blue frame as shown. On closing /opening the blue frame the butterfly will constantly move up/down. It will appear as if the butterfly was playing a game of hide and seek. You can turn the frame to see the differently colored back side of the butterfly. Instead of the butterfly you can stick a picture of a human being.



Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta, Vidula Mhaiskar","square, triangles, cut, triangle, butterfly, base, card, box, glue, stick, sheet, piece, tail, house, shape, plastic, top, shown, pens, rupner, sketch, inside, move, lines, color, half, pressing, size, frame, scissors, apply, finally, butterflies, colorful, fold, colored, vertical, playing, beautiful, close, magenta, closing, human, seek, underside, hide, blue, picture, disappear, twin, reinforced, view, constantly, game, strips, edges, strip",3 MIN 24 SEC,Butterflies hide and Seek | Kannada,downloads/Butterflies hide and Seek | Kannada.mp4
683,KANNADA - PAPER PEEK A BOO - 26 AUG 2016 -,8,Paper folding,https://www.youtube.com/watch?v=BbUF2odXTFI,"You hold this dynamic toy with one hand and move the bottom strip up-down. Then this paper puppet raises and lowers its arms in a rhythmic manner. You need to draw or take a printout on a card sheet, tape, scissors and a stapler. First cut all the individual parts from the card sheet. You can see the two arms, body and the moving strip. Fold along all the dotted lines – the keepers, the shoulders, neck etc.  Fold the keepers backwards. Now try moving the model and you will see the Z spring which is the heart of the matter. First tape the Strip keepers. Then slide the STRIP through the keeper. Take the strip right up and staple the top of the strip to the chin of the puppet. Again staple the strip to the neck. Then staple both arms to the shoulders. The toy is now ready to play. Hold the KEEPER with one hand and move the STRIP with the other. You will see the paper puppet raise and lower its arms as if it was banging a table!





Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta

Dubbed in Kannada by P K Nanawaty","fold, paper, strip, cut, model, card, sheet, top, lines, scissors, rupner, hold, tape, draw, ready, bottom, heart, hand, slide, move, dotted, play, dynamic, neck, printout, arms, raise, lower, staple, body, table, keepers, chin, manner, puppet, spring, individual, backwards, moving, keeper, shoulders, banging, rhythmic, matter, raises, stapler, lowers",2 MIN 45 SEC,Paper Peek a Boo | Kannada,downloads/Paper Peek a Boo | Kannada.mp4
684,KANNADA - FLYING TUMBLER - 19 DEC 2016 -,8,Paper folding,https://www.youtube.com/watch?v=CBEpNzyHqBs,"This paper Tumbler is an amazing flying toy. All you need to make it is a paper strip 9-cm long and 3-cm wide and 2 circles of paper. Take the strip and mark lines folds along the two long edges. Then fold these two edges. Fold them in OPPOSITE directions to make a Z shape. Now apply glue to the short edges and stick paper circles on both ends. The toy will look like a paper bench. The tumbler is now all ready to fly. Leave it in the air from a height and this paper toy will tumble down spinning all the while!





Credits:,Ashok Rupner, Manish Jain, Pradnya Pujari, Shivaji Mane, Jyoti Hiremath, Arvind Gupta

Dubbed in Kannada by P K Nanawaty","fold, paper, strip, glue, stick, lines, edges, rupner, shape, mark, ready, wide, opposite, apply, folds, short, circles, amazing, leave, flying, directions, fly, tumbler, bench, tumble, air, height, spinning",1 MIN 52 SEC,Flying Tumbler | Kannada,downloads/Flying Tumbler | Kannada.mp4
685,KANNADA - STRAW CENTRIFUGE PUMP - 17 NOV 2009 -,2,Water and surfaces,http://www.youtube.com/watch?v=beqeq3QJHoc,"What better way to learn about centrifugal force than by making a simple centrifuge. All you need is a straw, broomstick and some tape. Place the centrifuge in water and spin. It will sprinkle water all over the place. Children can water plants with this sprinkler.  
http://www.arvindguptatoys.com/toys/cpump.html","water, force, simple, spin, centrifugal, children, centrifuge, learn, sprinkle, tape, plants, cpump.html, broomstick, sprinkler, straw",1 MIN 13 SEC,STRAW CENTRIFUGE PUMP - KANNADA - 15 MB,downloads/STRAW CENTRIFUGE PUMP - KANNADA - 15 MB.mp4
685,KANNADA - STRAW CENTRIFUGE - 05 NOV 2009 -,2,Water and surfaces,http://www.youtube.com/watch?v=e12b765zptA,"What better way to learn about centrifugal force than by making a simple centrifuge. All you need is a straw, broomstick and some tape. Place the centrifuge in water and spin. It will sprinkle water all over the place. Children can water plants with this sprinkler.  
http://www.arvindguptatoys.com/toys/cpump.html","water, force, simple, spin, centrifugal, children, centrifuge, learn, sprinkle, tape, plants, cpump.html, broomstick, sprinkler, straw",1 MIN 13 SEC,STRAW CENTRIFUGE - KANNADA - 10MB,downloads/STRAW CENTRIFUGE - KANNADA - 10MB.mp4
686,KANNADA - BALLOON PUMP - 04 NOV 2009 -,6,Mixing and reactions,http://www.youtube.com/watch?v=-OMmHK0KVJs,"This simple pump is amazingly efficient. Here two film cans are joined together with a length of cycle tube. This pump can easily inflate a balloon. The ""valves"" are simple hinges which open and close and provide one directional traffic flow.
http://www.arvindguptatoys.com/toys/balloonpump.html ","balloon, tube, inflate, pump, cycle, easily, close, simple, joined, valves, efficient, provide, amazingly, traffic, hinges, balloonpump.html, directional, cans, length, flow, film",2 MIN 12 SEC,BALLOON PUMP - KANNADA - 34MB,downloads/BALLOON PUMP - KANNADA - 34MB.mp4
687,KANNADA - TOOTHPASTE PUMP - 17 NOV 2009 -,5,Shapes and structures,http://www.youtube.com/watch?v=AxlOF2XWCHk,"Old tooth paste tubes are not for throwing because they can be made into a simple pump. The tube is cut in two unequal halves and a cut balloon is inserted in its mouth. The cut balloon becomes a ""valve"". Even nursery grade children can enjoy this simple pump made from trash.
http://www.arvindguptatoys.com/toys/toothpastepump.html ","cut, simple, tube, valve, enjoy, mouth, tooth, trash, children, paste, throwing, inserted, tubes, halves, grade, unequal, toothpastepump.html, nursery, balloon, pump",1 MIN 23 SEC,TOOTH PASTE PUMP - KANNADA - 19MB,downloads/TOOTH PASTE PUMP - KANNADA - 19MB.mp4
688,KANNADA - JUMBO PUMP - 26 JUNE 2010 -,10,Air and sound,http://www.youtube.com/watch?v=7Hv85BJVzwg,"This JUMBO pump throws very large quantities of water. It has all the ingredients of a regular pump -- a cylinder, piston, valves etc.  The parts are made using very simple, ready available material. Because of its large girth it pumps out really large quantities of water. 
http://www.arvindguptatoys.com/toys/can%20pump.html","water, pump, simple, piston, ready, material, quantities, 20pump.html, girth, pumps, throws, cylinder, valves, regular, ingredients, jumbo",2 MIN 58 SEC,JUMBO PUMP - KANNADA - 33MB.wmv,downloads/JUMBO PUMP - KANNADA - 33MB.wmv.mp4
689,KANNADA - INERTIA PUMP - 26 JUNE 2010 -,2,Water and surfaces,http://www.youtube.com/watch?v=z9eFAgCINc8,"Can a 1-foot long hollow PVC pipe make a pump? It sounds impossible but it's true. Move the pipe in a bucket of water placing your right palm on the pipe. Open and close the top mouth of the pipe as you move it up-down in water. The palm acts like a valve and water gushes out. 
http://www.arvindguptatoys.com/toys/inertia.html ","water, pipe, move, pvc, top, close, impossible, placing, palm, hollow, foot, acts, mouth, gushes, inertia.html, true, sounds, bucket, valve, pump",52 SEC,INERTIA PUMP - KANNADA - 11MB.wmv,downloads/INERTIA PUMP - KANNADA - 11MB.wmv.mp4
690,KANNADA - CENTRIFUGAL PUMP - 11 JULY 2010 -,2,Water and surfaces,http://www.youtube.com/watch?v=k2etOgpIKKQ,"Centrifugal force is the force of spin. Place a 1-meter rubber tube and a bottle full of water. Suck out water from the other end. Water will start flowing because of siphon. Now hold the free end and spin it all around. Water will lift and sprinkle all over. It will be akin to producing artificial rain.
http://www.arvindguptatoys.com/toys/fountain.html ","water, force, spin, centrifugal, tube, start, lift, hold, sprinkle, meter, artificial, flowing, akin, fountain.html, rain, free, producing, suck, bottle, siphon, rubber",1 MIN 27 SEC,CENTRIFUGAL PUMP - KANNADA - 18MB.wmv,downloads/CENTRIFUGAL PUMP - KANNADA - 18MB.wmv.mp4
691,KANNADA - PIPE PUMP - 10 OCT 2010 -,10,Air and sound,http://www.youtube.com/watch?v=yFVugG0k6g4,"With a 30-cm PVC pipe, cycle spoke, nut, rubber tube and other stuff you can make a very efficient pump. The pipe will be the cylinder. A few rubber tube washers are fixed to a bicycle spoke to make the piston. A ""flap"" valve is fitted to the base of the pipe. Place the pump in water and move the spoke up-down to see large quantities of water gush out.","water, base, rubber, tube, pump, move, piston, nut, flap, cycle, gush, quantities, stuff, washers, bicycle, efficient, cylinder, fixed, valve, fitted, pipe, spoke, pvc",2 MIN 11 SEC,PIPE PUMP - KANNADA - 28MB.wmv,downloads/PIPE PUMP - KANNADA - 28MB.wmv.mp4
692,KANNADA - TWIN SYRINGE PUMP - 10 OCT 2010 -,6,Mixing and reactions,http://www.youtube.com/watch?v=CIYwrpmQjWQ,"Medical technology produces a lot of waste. With two syringes -- one fat, other thin you can make a lovely pump. A steel ball dropped into the barrel of the thin syringe will make a good suction valve. The pump will have two valves, a barrel and a piston. Place the pump in a mug of water and push-pull the small syringe a few times. Soon water will gush out at a very high speed.
http://www.arvindguptatoys.com/toys/Twinsyringepump.html","water, valve, syringe, pump, pull, ball, barrel, push, syringes, lot, times, piston, suction, gush, thin, valves, speed, lovely, steel, fat, mug, medical, produces, technology, waste, dropped, twinsyringepump.html",1 MIN 45 SEC,TWIN SYRINGE PUMP  - KANNADA - 22MB.wmv,downloads/TWIN SYRINGE PUMP  - KANNADA - 22MB.wmv.mp4
693,KANNADA - MINI STRAW PUMP - 08 SEP 2011 -,6,Mixing and reactions,http://www.youtube.com/watch?v=8z0FapwJvJ8,"A fat straw becomes the barrel of this pump. The piston is made by tying several layers of thread on a cycle spoke. A bead and ball bearing on one end makes the suction valve. Place the pump in water.  On moving the cycle spoke up-down water will come out of the outlet port.
http://www.arvindguptatoys.com/toys/ministrawpump.html ","water, straw, valve, pump, cycle, ball, barrel, thread, makes, piston, suction, outlet, layers, tying, fat, ministrawpump.html, port, bearing, moving, spoke, bead",1 MIN 19 SEC,MINI STRAW PUMP - KANNADA - 10MB.avi,downloads/MINI STRAW PUMP - KANNADA - 10MB.avi.mp4
694,KANNADA - TWO STRAW PUMP - 08 SEP 2011 -,10,Air and sound,http://www.youtube.com/watch?v=ZEOIxrHIa6c,"With two straws -- one thin, other fat and steel ball bearings you can make a simple pump. The thin straw will go inside the fat one and act like a piston. Hold the fat straw with one hand and move the thin straw up -down. Water will gush out after a few strokes.
http://www.arvindguptatoys.com/toys/two%20straws%20pump.html","water, ball, straw, pump, simple, straws, inside, hold, hand, move, piston, fat, thin, gush, act, steel, bearings, 20pump.html, 20straws, strokes",1 MIN 32 SEC,TWO STRAWS PUMP - KANNADA - 14MB.avi,downloads/TWO STRAWS PUMP - KANNADA - 14MB.avi.mp4
696,KANNADA - MINI PEN PUMP - 08 SEP 2011 -,6,Mixing and reactions,http://www.youtube.com/watch?v=m1MXfwPkDdI,"Make a Mini Pump out of the barrel of an old pen. Tie thread on a cycle spoke con rod to make a piston. A steel ball bearing placed in the hole of the barrel will make a good the suction valve. Place the pump vertically in water and move the cycle spoke up and down. After the pump primes water will gush out from the outlet.
http://www.arvindguptatoys.com/toys/penpump.html ","water, valve, pump, tie, cycle, ball, barrel, thread, piston, hole, suction, outlet, gush, steel, move, pen, rod, mini, con, penpump.html, primes, bearing, vertically, spoke",1 MIN 25 SEC,MINI PEN PUMP - KANNADA - 10MB.avi,downloads/MINI PEN PUMP - KANNADA - 10MB.avi.mp4
697,KANNADA - BALLOON SPRINKLER - 10 OCT 2010 -,6,Mixing and reactions,http://www.youtube.com/watch?v=y6Q5sXkAL6Q,"Seal one end of the stiff straw with tape. Make four holes on this end. Fill a balloon with water. Tie the open end of the straw to the balloon with a rubber band. On releasing the mouth of the balloon, water will gush out from the four holes like a very beautiful fountain. On inverting, the balloon will look like a wonderful sprinkler. 
http://www.arvindguptatoys.com/toys/Balloonfountain.html","balloon, water, straw, tie, fill, stiff, rubber, beautiful, mouth, wonderful, band, gush, holes, inverting, balloonfountain.html, sprinkler, tape, releasing, fountain, seal",1 MIN 34 SEC,BALLOON SPRINKLER - KANNADA - 21MB.wmv,downloads/BALLOON SPRINKLER - KANNADA - 21MB.wmv.mp4
698,KANNADA - FAN SPRINKLER  - 22 AUG 2010 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=QdJKTwkLKGs,Make a simple sprinkler with a plastic straw and a spoke. Mount a fan -- cut from a plastic bottle on top.  Attach the whole assembly to a PVC pipe. Now place the sprinkler in a bowl of water kept under a ceiling fan. As the fan rotates the triangular fan will whirl very fast and sprinkle water all around. http://www.arvindguptatoys.com/toys/fansprinkler.html,"fan, straw, top, spoke, cut, ceiling, plastic, fast, rotates, simple, attach, sprinkler, assembly, mount, triangular, whirl, fansprinkler.html, bottle, bowl, sprinkle, water, pipe, pvc",2 MIN 39 SEC,FAN SPRINKLER - KANNADA - 16MB.wmv,downloads/FAN SPRINKLER - KANNADA - 16MB.wmv.mp4
699,KANNADA - BOX SPRINKLER - 26 JAN 2011 -,1,Spinning and moving objects,http://www.youtube.com/watch?v=sqVqVjSxmQs,"In this experiment a straw sprinkler is mounted inside an old CD box. On top of the straw sprinkler is a fan improvised from a plastic bottle. The lower end of the sprinkler dips in water. When placed under a ceiling fan the bottle fan rotates and the sprinkler sprinkles water. In this closed system the same water is used again and again. 
http://www.arvindguptatoys.com/toys/Boxsprinkler.html ","fan, straw, cd, top, ceiling, plastic, mounted, rotates, sprinkler, lower, experiment, box, inside, improvised, sprinkles, boxsprinkler.html, dips, system, bottle, closed, water",1 MIN 30 SEC,BOX SPRINKLER -  KANNADA -  21MB,downloads/BOX SPRINKLER -  KANNADA -  21MB.mp4
700,KANNADA - SYRINGE BOTTLE PUMP - 15 JULY 2013 -,10,Air and sound,http://www.youtube.com/watch?v=-QhK4B54OUw,"A very efficient pump made from a 20-ml plastic syringe and a small plastic bottle. The syringe makes an excellent cylinder-piston. A flap in the bottle lid acts as the ""suction valve"" and another flap near the bottle base make the ""delivery valve"". This pump throws out large quantities of water.
http://arvindguptatoys.com/toys/Syringebottlepump.html ","bottle, lid, plastic, water, base, pump, piston, syringe, flap, ml, quantities, makes, acts, excellent, throws, efficient, cylinder, delivery, syringebottlepump.html, valve, suction",2 MIN 09 SEC,SYRINGE BOTTLE PUMP - KANNADA  - 19MB,downloads/SYRINGE BOTTLE PUMP - KANNADA  - 19MB.mp4
